11 0.849744 -0.000603 0.154532 1 1.000000
10 0.768937 602.355957 0.176845 1 1.000000
7 0.465733 0.369879 0.282627 2 1.000000
5 0.396352 1.665300 0.311588 1 1.000000
10 0.342344 210.359428 0.335216 1 1.000000
4 0.441121 0.281535 0.292713 2 1.000000
5 0.396396 0.185680 0.311570 1 1.000000
2 0.315509 0.216983 0.347280 2 1.000000
9 0.310974 0.004481 0.349339 1 1.000000
2 0.180773 0.205510 0.410586 2 1.000000
10 0.231610 262.121765 0.386222 1 1.000000
4 0.232996 0.253852 0.385565 2 1.000000
2 0.192379 0.437984 0.404980 2 1.000000
5 0.241252 0.506170 0.381661 1 1.000000
9 0.184087 0.023702 0.408982 1 1.000000
2 0.210288 0.440545 0.396379 2 1.000000
3 0.191072 0.022614 0.405610 2 1.000000
11 0.175557 0.190112 0.413112 2 1.000000
10 0.168880 1157.854187 0.416354 1 1.000000
4 0.161836 0.282356 0.419781 2 1.000000
1 0.221114 12.000000 0.391000 1 1.000000
4 0.168736 0.253852 0.416424 2 1.000000
1 0.132361 12.000000 0.433896 1 1.000000
5 0.137777 0.012242 0.431544 2 1.000000
9 0.188558 0.002438 0.406823 1 1.000000
5 0.141005 0.006933 0.429961 2 1.000000
4 0.156929 0.799793 0.422173 2 1.000000
9 0.157397 0.022940 0.421945 1 1.000000
10 0.125265 136.144600 0.437693 1 1.000000
4 0.143235 0.166608 0.428868 2 1.000000
11 0.113393 0.095941 0.443545 2 1.000000
3 0.116168 0.022614 0.442176 2 1.000000
4 0.142928 0.119133 0.429019 1 1.000000
6 0.118625 0.000210 0.440964 2 1.000000
9 0.104986 0.001583 0.447699 1 1.000000
10 0.119952 1260.070374 0.440310 1 1.000000
2 0.142841 0.377473 0.429061 2 1.000000
5 0.132129 0.847073 0.434317 1 1.000000
4 0.100273 0.318786 0.450031 2 1.000000
1 0.113615 25.500000 0.443436 1 1.000000
6 0.092616 0.115434 0.453824 2 1.000000
3 0.132882 0.022614 0.433947 2 1.000000
11 0.106504 -0.109592 0.446949 1 1.000000
9 0.108449 0.025990 0.445987 1 1.000000
4 0.108568 0.825451 0.445928 2 1.000000
1 0.119755 51.000000 0.440046 1 1.000000
2 0.105447 0.407799 0.447471 2 1.000000
1 0.091207 50.000000 0.454505 1 1.000000
9 0.095469 0.001583 0.452410 1 1.000000
4 0.104240 0.095478 0.448068 2 1.000000
11 0.110130 0.202347 0.445156 2 1.000000
10 0.112834 0.358029 0.443821 2 1.000000
8 0.111276 0.133476 0.444591 1 1.000000
4 0.113750 0.261204 0.443369 2 1.000000
2 0.100155 0.317866 0.450089 1 1.000000
4 0.092236 0.318786 0.454012 2 1.000000
1 0.101385 12.000000 0.448978 1 1.000000
2 0.104279 0.206706 0.448049 2 1.000000
8 0.087479 1.250025 0.456372 2 1.000000
9 0.103658 0.019062 0.448356 1 1.000000
1 0.076759 23.000000 0.461671 1 1.000000
3 0.096901 0.072046 0.451700 2 1.000000
11 0.096140 -0.067840 0.452078 1 1.000000
7 0.099799 0.278820 0.450266 1 1.000000
11 0.075700 -0.002182 0.440310 2 1.000000
7 0.091849 0.459919 0.454204 2 1.000000
10 0.096107 0.358029 0.452094 2 1.000000
9 0.101715 0.001466 0.449317 1 1.000000
10 0.089411 0.358029 0.455413 2 1.000000
11 0.101967 -0.109592 0.449192 1 1.000000
5 0.077777 0.012242 0.461190 2 1.000000
1 0.088203 7.000000 0.455909 1 1.000000
6 0.087786 0.000136 0.456220 2 1.000000
9 0.085217 0.002975 0.457494 1 1.000000
7 0.081908 0.077972 0.459137 2 1.000000
1 0.078613 12.000000 0.457962 1 1.000000
2 0.081087 0.377473 0.459545 2 1.000000
10 0.094680 0.358029 0.452801 2 1.000000
11 0.095928 0.208184 0.452183 2 1.000000
9 0.091094 0.026588 0.454579 1 1.000000
4 0.081978 0.825451 0.459102 2 1.000000
10 0.096576 1479.854492 0.451862 1 1.000000
6 0.082704 0.222220 0.458742 2 1.000000
10 0.080292 0.358029 0.459940 2 1.000000
4 0.077413 0.825451 0.461371 2 1.000000
2 0.080865 0.317866 0.459655 1 1.000000
4 0.091953 0.172320 0.454153 2 1.000000
1 0.087000 23.000000 0.456575 1 1.000000
10 0.092465 602.414246 0.453899 2 1.000000
10 0.071132 1001.167358 0.464494 1 1.000000
2 0.074934 0.342148 0.462603 2 1.000000
2 0.079072 0.317487 0.460546 1 1.000000
4 0.078369 0.318786 0.460895 2 1.000000
10 0.080902 492.855911 0.459637 1 1.000000
8 0.065820 0.274578 0.467137 2 1.000000
3 0.081171 0.043062 0.459503 1 1.000000
4 0.070302 0.095478 0.464907 2 1.000000
4 0.075626 0.024445 0.462259 1 1.000000
10 0.070198 0.358029 0.464958 2 1.000000
9 0.072401 0.001466 0.463863 1 1.000000
5 0.071918 0.012242 0.464103 2 1.000000
1 0.084840 7.000000 0.457573 1 1.000000
5 0.085306 0.075024 0.457450 2 1.000000
1 0.071850 7.000000 0.464027 1 1.000000
6 0.076707 0.000210 0.461721 2 1.000000
4 0.071579 0.119714 0.464272 1 1.000000
7 0.075157 0.077972 0.462492 2 1.000000
7 0.071737 0.148250 0.464193 1 1.000000
10 0.061589 600.914337 0.469244 2 1.000000
10 0.061186 492.855911 0.469445 1 1.000000
4 0.066508 0.261204 0.466795 2 1.000000
2 0.064785 0.287442 0.467653 1 1.000000
4 0.061618 0.325598 0.469230 2 1.000000
5 0.061347 0.450870 0.469365 1 1.000000
3 0.058380 0.072046 0.470843 2 1.000000
2 0.061094 0.317487 0.469491 1 1.000000
5 0.062454 1.663991 0.468814 2 1.000000
10 0.068342 824.617432 0.465882 1 1.000000
8 0.061440 0.747704 0.469319 2 1.000000
6 0.061199 0.019822 0.469439 1 1.000000
4 0.065563 0.261204 0.467265 2 1.000000
3 0.057116 0.050206 0.471473 1 1.000000
4 0.061761 0.163792 0.469159 2 1.000000
1 0.072833 23.000000 0.463618 1 1.000000
10 0.072761 600.914337 0.463683 2 1.000000
7 0.055223 0.285140 0.472416 1 1.000000
10 0.072119 43.968700 0.464003 1 1.000000
5 0.068987 0.012242 0.465561 2 1.000000
7 0.074069 0.519807 0.463033 2 1.000000
10 0.070947 0.358029 0.464586 2 1.000000
4 0.067946 0.844111 0.466079 2 1.000000
9 0.067613 0.021722 0.466245 1 1.000000
10 0.052328 28.146737 0.473860 1 1.000000
10 0.061206 0.358029 0.469435 2 1.000000
11 0.065428 -0.128255 0.467332 1 1.000000
11 0.069335 -0.002182 0.449616 2 1.000000
11 0.051115 -0.067840 0.474465 1 1.000000
6 0.063069 0.000131 0.468507 2 1.000000
4 0.061665 0.113857 0.469206 1 1.000000
4 0.069285 0.095478 0.465413 2 1.000000
4 0.059756 0.113857 0.470157 1 1.000000
7 0.061258 0.093000 0.469409 2 1.000000
7 0.054648 0.118225 0.472703 1 1.000000
3 0.050201 0.037812 0.474921 2 1.000000
9 0.058248 0.001570 0.470909 1 1.000000
10 0.063121 0.358029 0.468481 2 1.000000
11 0.065920 0.208184 0.467088 2 1.000000
10 0.058713 1476.031433 0.470677 1 1.000000
2 0.060676 0.342173 0.469699 2 1.000000
3 0.059561 0.043062 0.470255 1 1.000000
3 0.055209 0.038756 0.472423 2 1.000000
9 0.053285 0.007619 0.473382 1 1.000000
1 0.051719 34.000000 0.452795 1 1.000000
4 0.060094 0.314732 0.469989 2 1.000000
2 0.059079 0.309733 0.470495 1 1.000000
8 0.055914 0.747704 0.472072 2 1.000000
1 0.079418 35.000000 0.452918 1 1.000000
4 0.075000 0.325598 0.462570 2 1.000000
1 0.062846 12.000000 0.463573 1 1.000000
10 0.063263 212.251472 0.468411 2 1.000000
11 0.044620 -0.067840 0.477705 1 1.000000
9 0.055252 0.027825 0.472402 1 1.000000
8 0.052488 1.250025 0.473780 2 1.000000
10 0.059865 0.358029 0.470103 2 1.000000
10 0.062052 40.044178 0.469014 1 1.000000
5 0.056835 0.013244 0.471613 2 1.000000
4 0.057005 0.024445 0.471528 1 1.000000
7 0.056187 0.338969 0.471936 1 1.000000
7 0.051266 0.519807 0.474390 2 1.000000
1 0.079807 51.500000 0.460181 1 1.000000
8 0.074949 0.761100 0.462596 2 1.000000
6 0.053376 0.019080 0.473337 1 1.000000
3 0.051199 0.070960 0.474423 2 1.000000
1 0.081917 23.000000 0.459099 1 1.000000
8 0.072292 0.275902 0.463917 2 1.000000
1 0.064635 12.000000 0.462017 1 1.000000
6 0.055495 0.000934 0.472281 2 1.000000
1 0.058960 25.000000 0.470303 1 1.000000
10 0.065255 600.914337 0.467419 2 1.000000
2 0.046219 0.309733 0.476907 1 1.000000
7 0.054733 0.093090 0.472661 2 1.000000
8 0.060647 1.250025 0.469714 2 1.000000
10 0.060154 0.358029 0.469959 2 1.000000
11 0.056787 0.202347 0.471637 2 1.000000
9 0.049917 0.028466 0.475062 1 1.000000
11 0.052215 -0.128255 0.473916 1 1.000000
8 0.053681 0.087480 0.473185 2 1.000000
9 0.054970 0.001570 0.472543 1 1.000000
5 0.054076 4.937353 0.472988 1 1.000000
4 0.053726 0.844111 0.473163 2 1.000000
10 0.053929 0.358029 0.473062 2 1.000000
8 0.051634 0.114264 0.474206 1 1.000000
5 0.055681 0.075024 0.472188 2 1.000000
1 0.063691 7.000000 0.468087 1 1.000000
4 0.059612 0.095478 0.470229 2 1.000000
2 0.052511 0.224779 0.473768 1 1.000000
4 0.061074 0.163792 0.469501 2 1.000000
8 0.049840 0.114264 0.475101 1 1.000000
3 0.046090 0.037812 0.476972 2 1.000000
2 0.054800 0.224868 0.472627 1 1.000000
